genotype,plate,date,temp,food,pheromone,neuron,#,ID,area,mean,mode,min,max,IntDen,Median,RawIntDen,note
mg360,A,9_29_16,20,OP50,0,ASI,106,daf7GFP_L1_20deg-09.czi:z:9/12 - daf7GFP_L1_20deg-09.czi #1,0.388,3715,3547,3409,3983,1440.784,3740,137455,
mg360,A,9_29_16,20,OP50,0,ASI,107,daf7GFP_L1_20deg-10.czi:z:5/9 - daf7GFP_L1_20deg-10.czi #1,0.346,824.606,897,734,897,285.232,831,27212,
mg360,A,9_29_16,20,OP50,0,ASI,108,daf7GFP_L1_20deg-10.czi:z:7/9 - daf7GFP_L1_20deg-10.czi #1,0.597,790.351,715,637,912,472.208,809,45050,
mg360,B,9_29_16,20,OP50,0,ASI,109,daf7GFP_L1_20deg-11_plate1.czi:z:8/16 - daf7GFP_L1_20deg-11_plate1.czi #1,0.335,1049.812,977,914,1209,352.128,1054,33594,
mg360,B,9_29_16,20,OP50,0,ASI,110,daf7GFP_L1_20deg-11_plate1.czi:z:11/16 - daf7GFP_L1_20deg-11_plate1.czi #1,0.367,1399.829,1405,1309,1483,513.548,1405,48994,
mg360,B,9_29_16,20,OP50,0,ASI,111,daf7GFP_L1_20deg-11.czi:z:4/8 - daf7GFP_L1_20deg-11.czi #1,0.43,1479,1453,1324,1564,635.609,1495,60639,
mg360,B,9_29_16,20,OP50,0,ASI,112,daf7GFP_L1_20deg-11.czi:z:5/8 - daf7GFP_L1_20deg-11.czi #1,0.671,724.047,708,668,775,485.719,727,46339,
mg360,B,9_29_16,20,OP50,0,ASI,113,daf7GFP_L1_20deg-12.czi:z:2/7 - daf7GFP_L1_20deg-12.czi #1,1.09,690.702,684,612,756,752.943,691,71833,
mg360,B,9_29_16,20,OP50,0,ASI,114,daf7GFP_L1_20deg-12.czi:z:6/7 - daf7GFP_L1_20deg-12.czi #1,0.734,816.429,818,714,859,599.038,826,57150,
mg360,B,9_29_16,20,OP50,0,ASI,115,daf7GFP_L1_20deg-13.czi:z:7/11 - daf7GFP_L1_20deg-13.czi #1,0.524,1015.1,1033,927,1076,532.007,1028,50755,
mg360,B,9_29_16,20,OP50,0,ASI,116,daf7GFP_L1_20deg-13.czi:z:3/11 - daf7GFP_L1_20deg-13.czi #1,0.44,804.071,778,762,844,353.983,807,33771,
mg360,B,9_29_16,20,OP50,0,ASI,117,daf7GFP_L1_20deg-14.czi:z:2/8 - daf7GFP_L1_20deg-14.czi #1,0.273,1407.462,1367,1320,1454,383.573,1415,36594,
mg360,B,9_29_16,20,OP50,0,ASI,118,daf7GFP_L1_20deg-14.czi:z:5/8 - daf7GFP_L1_20deg-14.czi #1,0.608,1606.534,1596,1366,1740,976.689,1631,93179,
mg360,B,9_29_16,20,OP50,0,ASI,119,daf7GFP_L1_20deg-15.czi:z:7/12 - daf7GFP_L1_20deg-15.czi #1,0.776,1405.905,1369,1308,1476,1090.501,1407,104037,
mg360,B,9_29_16,20,OP50,0,ASI,120,daf7GFP_L1_20deg-15.czi:z:10/12 - daf7GFP_L1_20deg-15.czi #1,0.304,1076.448,1067,932,1164,327.212,1080,31217,
mg360,B,9_29_16,20,OP50,0,ASI,121,daf7GFP_L1_20deg-16.czi:z:4/9 - daf7GFP_L1_20deg-16.czi #1,0.388,557.946,548,483,608,216.388,561,20644,
mg360,B,9_29_16,20,OP50,0,ASI,122,daf7GFP_L1_20deg-16.czi:z:5/9 - daf7GFP_L1_20deg-16.czi #1,0.273,1212.808,1220,1173,1249,330.524,1215,31533,
mg360,B,9_29_16,20,OP50,0,ASI,123,daf7GFP_L1_20deg-17.czi:z:6/10 - daf7GFP_L1_20deg-17.czi #1,0.283,1427.704,1452,1342,1487,404.055,1444,38548,
mg360,B,9_29_16,20,OP50,0,ASI,124,daf7GFP_L1_20deg-17.czi:z:4/10 - daf7GFP_L1_20deg-17.czi #1,0.283,1712.074,1727,1667,1751,484.534,1716,46226,
mg360,B,9_29_16,20,OP50,0,ASI,125,daf7GFP_L1_20deg-18.czi:z:4/11 - daf7GFP_L1_20deg-18.czi #1,0.388,1550.865,1547,1452,1624,601.47,1559,57382,
mg360,B,9_29_16,20,OP50,0,ASI,126,daf7GFP_L1_20deg-18.czi:z:7/11 - daf7GFP_L1_20deg-18.czi #1,0.482,1552.478,1524,1450,1650,748.552,1548,71414,
mg360,B,9_29_16,20,OP50,0,ASI,127,daf7GFP_L1_20deg-19.czi:z:4/9 - daf7GFP_L1_20deg-19.czi #1,3.019,2670.597,2976,1871,3103,8061.933,2750,769132,
mg360,B,9_29_16,20,OP50,0,ASI,128,daf7GFP_L1_20deg-19.czi:z:3/9 - daf7GFP_L1_20deg-19.czi #1,0.671,686.141,687,643,715,460.29,687,43913,
mg360,A,9_29_16,25,OP50,0,ASI,129,daf7GFP_L1_25deg.czi:z:6/11 - daf7GFP_L1_25deg.czi #1,0.577,943.364,926,870,1011,543.851,950,51885,
mg360,A,9_29_16,25,OP50,0,ASI,130,daf7GFP_L1_25deg.czi:z:8/11 - daf7GFP_L1_25deg.czi #1,0.335,854.906,862,819,901,286.752,860,27357,
mg360,B,9_29_16,25,OP50,0,ASI,131,daf7GFP_L1_25deg-20.czi:z:7/14 - daf7GFP_L1_25deg-20.czi #1,0.367,1896.971,1925,1762,1978,695.933,1900,66394,
mg360,B,9_29_16,25,OP50,0,ASI,132,daf7GFP_L1_25deg-20.czi:z:9/14 - daf7GFP_L1_25deg-20.czi #1,0.419,2059.475,1939,1879,2268,863.485,2062,82379,
mg360,B,9_29_16,25,OP50,0,ASI,133,daf7GFP_L1_25deg-02.czi:z:7/12 - daf7GFP_L1_25deg-02.czi #1,0.901,430.163,428,403,450,387.766,431,36994,
mg360,B,9_29_16,25,OP50,0,ASI,134,daf7GFP_L1_25deg-02.czi:z:7/12 - daf7GFP_L1_25deg-02.czi #1,0.66,659.111,666,601,696,435.249,664,41524,
mg360,B,9_29_16,25,OP50,0,ASI,135,daf7GFP_L1_25deg-02.czi:z:10/12 - daf7GFP_L1_25deg-02.czi #1,0.461,359.114,359,346,378,165.624,359,15801,
mg360,B,9_29_16,25,OP50,0,ASI,136,daf7GFP_L1_25deg-02.czi:z:8/12 - daf7GFP_L1_25deg-02.czi #1,0.388,317.216,320,291,330,123.026,319,11737,
mg360,B,9_29_16,25,OP50,0,ASI,137,daf7GFP_L1_25deg-19.czi:z:10/10 - daf7GFP_L1_25deg-19.czi #1,0.325,820.226,811,792,855,266.522,820,25427,
mg360,B,9_29_16,25,OP50,0,ASI,138,daf7GFP_L1_25deg-19.czi:z:5/10 - daf7GFP_L1_25deg-19.czi #1,0.88,1289.405,1290,1155,1381,1135.29,1290,108310,
mg360,B,9_29_16,25,OP50,0,ASI,139,daf7GFP_L1_25deg-18.czi:z:5/9 - daf7GFP_L1_25deg-18.czi #1,0.398,861.553,859,827,883,343.166,864,32739,
mg360,B,9_29_16,25,OP50,0,ASI,140,daf7GFP_L1_25deg-18.czi:z:5/9 - daf7GFP_L1_25deg-18.czi #1,0.073,509.714,499,499,522,37.399,507,3568,
mg360,B,9_29_16,25,OP50,0,ASI,141,daf7GFP_L1_25deg-17.czi:z:12/17 - daf7GFP_L1_25deg-17.czi #1,0.262,1653.24,1674,1529,1732,433.226,1674,41331,
mg360,B,9_29_16,25,OP50,0,ASI,142,daf7GFP_L1_25deg-17.czi:z:14/17 - daf7GFP_L1_25deg-17.czi #1,0.409,3203.487,3174,3036,3300,1309.562,3203,124936,
mg360,B,9_29_16,25,OP50,0,ASI,143,daf7GFP_L1_25deg-16.czi:z:12/23 - daf7GFP_L1_25deg-16.czi #1,0.503,618.396,625,574,657,311.133,620,29683,
mg360,B,9_29_16,25,OP50,0,ASI,144,daf7GFP_L1_25deg-16.czi:z:7/23 - daf7GFP_L1_25deg-16.czi #1,0.189,603.333,606,588,627,113.833,606,10860,
mg360,B,9_29_16,25,OP50,0,ASI,145,daf7GFP_L1_25deg-15.czi:z:8/12 - daf7GFP_L1_25deg-15.czi #1,0.377,3198.667,3139,3009,3388,1207.007,3224,115152,
mg360,B,9_29_16,25,OP50,0,ASI,146,daf7GFP_L1_25deg-15.czi:z:6/12 - daf7GFP_L1_25deg-15.czi #1,0.22,2154.429,2163,2066,2254,474.231,2163,45243,
mg360,B,9_29_16,25,OP50,0,ASI,147,daf7GFP_L1_25deg-14.czi:z:2/10 - daf7GFP_L1_25deg-14.czi #1,0.283,950.741,939,918,984,269.069,952,25670,
mg360,B,9_29_16,25,OP50,0,ASI,148,daf7GFP_L1_25deg-14.czi:z:5/10 - daf7GFP_L1_25deg-14.czi #1,0.335,964.094,968,942,1000,323.376,963,30851,
mg360,B,9_29_16,25,OP50,0,ASI,149,daf7GFP_L1_25deg-13.czi:z:11/15 - daf7GFP_L1_25deg-13.czi #1,0.377,621.472,587,587,648,234.511,624,22373,
mg360,B,9_29_16,25,OP50,0,ASI,150,daf7GFP_L1_25deg-13.czi:z:9/15 - daf7GFP_L1_25deg-13.czi #1,0.273,704.577,690,654,732,192.017,709,18319,
mg360,B,9_29_16,25,OP50,0,ASI,151,daf7GFP_L1_25deg-12.czi:z:8/10 - daf7GFP_L1_25deg-12.czi #1,0.356,1360.706,1250,1250,1479,484.933,1359,46264,
mg360,B,9_29_16,25,OP50,0,ASI,152,daf7GFP_L1_25deg-12.czi:z:6/10 - daf7GFP_L1_25deg-12.czi #1,0.231,2879.455,2901,2743,3069,664.005,2890,63348,
mg360,B,9_29_16,25,OP50,0,ASI,153,daf7GFP_L1_25deg-11.czi:z:1/7 - daf7GFP_L1_25deg-11.czi #1,0.472,871.889,910,764,950,411.256,879,39235,
mg360,B,9_29_16,25,OP50,0,ASI,154,daf7GFP_L1_25deg-11.czi:z:4/7 - daf7GFP_L1_25deg-11.czi #1,0.293,1061.071,1071,1017,1098,311.416,1062,29710,
mg360,A,9_29_16,25,OP50,0,ASI,155,daf7GFP_L1_25deg-10.czi:z:6/11 - daf7GFP_L1_25deg-10.czi #1,0.22,1548.381,1529,1477,1629,340.828,1538,32516,
mg360,A,9_29_16,25,OP50,0,ASI,156,daf7GFP_L1_25deg-10.czi:z:3/11 - daf7GFP_L1_25deg-10.czi #1,0.409,555.718,548,518,581,227.173,556,21673,
mg360,A,9_29_16,25,OP50,0,ASI,157,daf7GFP_L1_25deg-09.czi:z:6/14 - daf7GFP_L1_25deg-09.czi #1,0.157,2574.867,2628,2517,2655,404.841,2568,38623,
mg360,A,9_29_16,25,OP50,0,ASI,158,daf7GFP_L1_25deg-09.czi:z:7/14 - daf7GFP_L1_25deg-09.czi #1,0.65,844.516,748,723,982,548.83,846,52360,
mg360,A,9_29_16,25,OP50,0,ASI,159,daf7GFP_L1_25deg-08.czi:z:6/11 - daf7GFP_L1_25deg-08.czi #1,1.373,402.206,403,350,451,552.279,403,52689,
mg360,A,9_29_16,25,OP50,0,ASI,160,daf7GFP_L1_25deg-08.czi:z:3/11 - daf7GFP_L1_25deg-08.czi #1,0.671,437.453,456,400,458,293.461,438,27997,
mg360,A,9_29_16,25,OP50,0,ASI,161,daf7GFP_L1_25deg-07.czi:z:7/10 - daf7GFP_L1_25deg-07.czi #1,0.325,967.516,955,883,1020,314.382,967,29993,
mg360,A,9_29_16,25,OP50,0,ASI,162,daf7GFP_L1_25deg-07.czi:z:4/10 - daf7GFP_L1_25deg-07.czi #1,0.524,1001.08,975,889,1078,524.659,1007,50054,
mg360,A,9_29_16,25,OP50,0,ASI,163,daf7GFP_L1_25deg-06.czi:z:2/9 - daf7GFP_L1_25deg-06.czi #1,0.87,957.892,959,850,1044,833.36,961,79505,
mg360,A,9_29_16,25,OP50,0,ASI,164,daf7GFP_L1_25deg-06.czi:z:5/9 - daf7GFP_L1_25deg-06.czi #1,0.262,981.76,906,906,1059,257.267,981,24544,
mg360,A,9_29_16,25,OP50,0,ASI,165,daf7GFP_L1_25deg-05.czi:z:6/12 - daf7GFP_L1_25deg-05.czi #1,0.597,885.544,825,824,938,529.082,891,50476,
mg360,A,9_29_16,25,OP50,0,ASI,166,daf7GFP_L1_25deg-05.czi:z:5/12 - daf7GFP_L1_25deg-05.czi #1,0.304,582.345,561,561,612,177.018,585,16888,
mg360,A,9_29_16,25,OP50,0,ASI,167,daf7GFP_L1_25deg-04.czi:z:8/11 - daf7GFP_L1_25deg-04.czi #1,0.461,647.432,670,585,686,298.597,649,28487,
mg360,A,9_29_16,25,OP50,0,ASI,168,daf7GFP_L1_25deg-04.czi:z:6/11 - daf7GFP_L1_25deg-04.czi #1,0.262,404.28,376,376,430,105.94,408,10107,
mg360,A,9_29_16,25,OP50,0,ASI,169,daf7GFP_L1_25deg-03.czi:z:6/10 - daf7GFP_L1_25deg-03.czi #1,0.618,541.559,530,502,570,334.916,543,31952,
mg360,A,9_29_16,25,OP50,0,ASI,170,daf7GFP_L1_25deg-03.czi:z:3/10 - daf7GFP_L1_25deg-03.czi #1,0.66,459.524,475,368,501,303.45,467,28950,
mg360,A,9_29_16,27,OP50,0,ASI,171,daf7GFP_L1_27deg.czi:z:8/11 - daf7GFP_L1_27deg.czi #1,0.252,1163.25,1176,1096,1207,292.633,1173,27918,
mg360,A,9_29_16,27,OP50,0,ASI,172,daf7GFP_L1_27deg.czi:z:3/11 - daf7GFP_L1_27deg.czi #1,0.157,1045.333,1063,993,1076,164.356,1045,15680,
mg360,A,9_29_16,27,OP50,0,ASI,173,daf7GFP_L1_27deg-18.czi:z:7/13 - daf7GFP_L1_27deg-18.czi #1,0.314,1507.833,1500,1442,1571,474.147,1517,45235,
mg360,A,9_29_16,27,OP50,0,ASI,174,daf7GFP_L1_27deg-18.czi:z:12/13 - daf7GFP_L1_27deg-18.czi #1,0.482,1726.065,1674,1598,1810,832.249,1746,79399,
mg360,A,9_29_16,27,OP50,0,ASI,175,daf7GFP_L1_27deg-02.czi:z:5/6 - daf7GFP_L1_27deg-02.czi #1,0.157,976.067,916,916,1039,153.465,973,14641,
mg360,A,9_29_16,27,OP50,0,ASI,176,daf7GFP_L1_27deg-02.czi:z:3/6 - daf7GFP_L1_27deg-02.czi #1,0.566,1903.537,1861,1729,1979,1077.441,1907,102791,
mg360,A,9_29_16,27,OP50,0,ASI,177,daf7GFP_L1_27deg-03.czi:z:3/9 - daf7GFP_L1_27deg-03.czi #1,0.367,534.686,529,502,559,196.158,536,18714,
mg360,A,9_29_16,27,OP50,0,ASI,178,daf7GFP_L1_27deg-03.czi:z:7/9 - daf7GFP_L1_27deg-03.czi #1,0.241,637.391,640,606,672,153.664,640,14660,
mg360,A,9_29_16,27,OP50,0,ASI,179,daf7GFP_L1_27deg-04.czi:z:2/8 - daf7GFP_L1_27deg-04.czi #1,0.377,1476,1427,1373,1593,556.964,1461,53136,
mg360,A,9_29_16,27,OP50,0,ASI,180,daf7GFP_L1_27deg-04.czi:z:5/8 - daf7GFP_L1_27deg-04.czi #1,0.304,1594.793,1583,1525,1662,484.776,1596,46249,
mg360,A,9_29_16,27,OP50,0,ASI,181,daf7GFP_L1_27deg-05.czi:z:8/11 - daf7GFP_L1_27deg-05.czi #1,0.22,2815.333,2809,2732,2886,619.708,2818,59122,
mg360,A,9_29_16,27,OP50,0,ASI,182,daf7GFP_L1_27deg-05.czi:z:4/11 - daf7GFP_L1_27deg-05.czi #1,0.44,1811.643,1778,1712,1918,797.554,1815,76089,
mg360,A,9_29_16,27,OP50,0,ASI,183,daf7GFP_L1_27deg-06.czi:z:1/5 - daf7GFP_L1_27deg-06.czi #1,0.367,1372.657,1406,1282,1445,503.58,1383,48043,
mg360,A,9_29_16,27,OP50,0,ASI,184,daf7GFP_L1_27deg-06.czi:z:4/5 - daf7GFP_L1_27deg-06.czi #1,0.252,2131.875,1963,1963,2256,536.304,2147,51165,
mg360,A,9_29_16,27,OP50,0,ASI,185,daf7GFP_L1_27deg-07.czi:z:4/6 - daf7GFP_L1_27deg-07.czi #1,0.461,1331,1345,1280,1377,613.86,1331,58564,
mg360,A,9_29_16,27,OP50,0,ASI,186,daf7GFP_L1_27deg-07.czi:z:1/6 - daf7GFP_L1_27deg-07.czi #1,0.21,1706.25,1634,1634,1784,357.693,1713,34125,
mg360,A,9_29_16,27,OP50,0,ASI,187,daf7GFP_L1_27deg-08.czi:z:4/9 - daf7GFP_L1_27deg-08.czi #1,0.262,1445.2,1423,1400,1507,378.71,1443,36130,
mg360,A,9_29_16,27,OP50,0,ASI,188,daf7GFP_L1_27deg-08.czi:z:6/9 - daf7GFP_L1_27deg-08.czi #1,0.189,1490.278,1443,1433,1552,281.176,1501,26825,
mg360,A,9_29_16,27,OP50,0,ASI,189,daf7GFP_L1_27deg-09.czi:z:7/9 - daf7GFP_L1_27deg-09.czi #1,0.597,1672.018,1664,1354,1861,998.974,1711,95305,
mg360,A,9_29_16,27,OP50,0,ASI,190,daf7GFP_L1_27deg-09.czi:z:5/9 - daf7GFP_L1_27deg-09.czi #1,0.304,1670,1652,1563,1741,507.636,1670,48430,
mg360,B,9_29_16,27,OP50,0,ASI,191,daf7GFP_L1_27deg-10.czi:z:5/9 - daf7GFP_L1_27deg-10.czi #1,0.493,1969.66,1928,1711,2143,970.348,1976,92574,
mg360,B,9_29_16,27,OP50,0,ASI,192,daf7GFP_L1_27deg-10.czi:z:9/9 - daf7GFP_L1_27deg-10.czi #1,0.346,1026.061,1017,987,1063,354.916,1025,33860,
mg360,B,9_29_16,27,OP50,0,ASI,193,daf7GFP_L1_27deg-11.czi:z:4/7 - daf7GFP_L1_27deg-11.czi #1,0.493,1933.617,1936,1816,2015,952.591,1937,90880,
mg360,B,9_29_16,27,OP50,0,ASI,194,daf7GFP_L1_27deg-12.czi:z:9/12 - daf7GFP_L1_27deg-12.czi #1,0.273,3463.885,3434,3271,3606,944.007,3465,90061,
mg360,B,9_29_16,27,OP50,0,ASI,195,daf7GFP_L1_27deg-12.czi:z:7/12 - daf7GFP_L1_27deg-12.czi #1,0.273,3055.462,3006,2898,3193,832.7,3069,79442,
mg360,B,9_29_16,27,OP50,0,ASI,196,daf7GFP_L1_27deg-13.czi:z:8/10 - daf7GFP_L1_27deg-13.czi #1,0.273,1846.654,1849,1794,1906,503.266,1849,48013,
mg360,B,9_29_16,27,OP50,0,ASI,197,daf7GFP_L1_27deg-13.czi:z:5/10 - daf7GFP_L1_27deg-13.czi #1,0.178,1711.824,1674,1637,1757,305.033,1724,29101,
mg360,B,9_29_16,27,OP50,0,ASI,198,daf7GFP_L1_27deg-14.czi:z:8/10 - daf7GFP_L1_27deg-14.czi #1,0.346,2565.273,2487,2425,2690,887.331,2568,84654,
mg360,B,9_29_16,27,OP50,0,ASI,199,daf7GFP_L1_27deg-14.czi:z:5/10 - daf7GFP_L1_27deg-14.czi #1,0.503,2265.375,2219,2093,2413,1139.776,2281,108738,
mg360,B,9_29_16,27,OP50,0,ASI,200,daf7GFP_L1_27deg-15.czi:z:5/9 - daf7GFP_L1_27deg-15.czi #1,0.21,1437.55,1357,1357,1488,301.364,1439,28751,
mg360,B,9_29_16,27,OP50,0,ASI,201,daf7GFP_L1_27deg-15.czi:z:3/9 - daf7GFP_L1_27deg-15.czi #1,0.356,1059.559,1034,1013,1120,377.609,1060,36025,
mg360,B,9_29_16,27,OP50,0,ASI,202,daf7GFP_L1_27deg-16.czi:z:6/12 - daf7GFP_L1_27deg-16.czi #1,0.545,914.288,889,878,965,498.339,913,47543,
mg360,B,9_29_16,27,OP50,0,ASI,203,daf7GFP_L1_27deg-16.czi:z:3/12 - daf7GFP_L1_27deg-16.czi #1,0.545,683.558,671,648,726,372.578,687,35545,
mg360,B,9_29_16,27,OP50,0,ASI,204,daf7GFP_L1_27deg-17.czi:z:5/15 - daf7GFP_L1_27deg-17.czi #1,0.273,1634.115,1676,1585,1697,445.343,1637,42487,
mg360,B,9_29_16,27,OP50,0,ASI,205,daf7GFP_L1_27deg-17.czi:z:7/15 - daf7GFP_L1_27deg-17.czi #1,0.356,2264.941,2258,2110,2369,807.187,2272,77008,
mg360,B,9_29_16,27,OP50,0,ASI,206,daf7GFP_L1_27deg-17.czi:z:8/15 - daf7GFP_L1_27deg-17.czi #1,0.325,1076.161,1079,1030,1109,349.685,1078,33361,
mg360,B,9_29_16,27,OP50,0,ASI,207,daf7GFP_L1_27deg-17.czi:z:9/15 - daf7GFP_L1_27deg-17.czi #1,0.44,852.595,816,741,973,375.345,850,35809,
mg360,B,9_29_16,27,OP50,0,ASI,208,daf7GFP_L1_27deg-17.czi:z:10/15 - daf7GFP_L1_27deg-17.czi #1,0.314,749.667,743,716,783,235.737,748,22490,
mg360,B,9_29_16,27,OP50,0,ASI,209,daf7GFP_L1_27deg-17.czi:z:14/15 - daf7GFP_L1_27deg-17.czi #1,0.252,610,619,582,639,153.454,611,14640,
N2,A,10_22_16,27,OP50,0,ASI,1,daf7GFP_L1_27deg.czi:z:7/13 - daf7GFP_L1_27deg.czi #1,0.849,3937.259,4095,3600,4095,3342.854,3954,318918,
N2,A,10_22_16,27,OP50,0,ASI,2,daf7GFP_L1_27deg.czi:z:10/13 - daf7GFP_L1_27deg.czi #1,0.765,3560.562,3415,3201,3850,2724.455,3585,259921,
N2,A,10_22_16,27,OP50,0,ASI,3,daf7GFP_L1_27deg-02.czi:z:8/14 - daf7GFP_L1_27deg-02.czi #1,1.205,4016.261,4095,3838,4095,4841.256,4033,461870,
N2,A,10_22_16,27,OP50,0,ASI,4,daf7GFP_L1_27deg-02.czi:z:5/14 - daf7GFP_L1_27deg-02.czi #1,2.526,3336.228,3409,2824,3622,8427.74,3386,804031,
N2,A,10_22_16,27,OP50,0,ASI,5,daf7GFP_L1_27deg-03.czi:z:6/14 - daf7GFP_L1_27deg-03.czi #1,1.572,3189.14,3226,2931,3411,5014.218,3204,478371,
N2,A,10_22_16,27,OP50,0,ASI,6,daf7GFP_L1_27deg-03.czi:z:9/14 - daf7GFP_L1_27deg-03.czi #1,0.723,4078.072,4095,3756,4095,2949.459,4095,281387,
N2,A,10_22_16,27,OP50,0,ASI,7,daf7GFP_L1_27deg-04.czi:z:4/10 - daf7GFP_L1_27deg-04.czi #1,1.698,3119.821,3043,2809,3360,5297.647,3141,505411,
N2,A,10_22_16,27,OP50,0,ASI,8,daf7GFP_L1_27deg-04.czi:z:6/10 - daf7GFP_L1_27deg-04.czi #1,1.122,3123.542,3197,2643,3374,3503.237,3173,334219,
N2,A,10_22_16,27,OP50,0,ASI,9,daf7GFP_L1_27deg-05.czi:z:6/9 - daf7GFP_L1_27deg-05.czi #1,1.237,1748.771,1606,1562,1937,2162.984,1752,206355,
N2,A,10_22_16,27,OP50,0,ASI,10,daf7GFP_L1_27deg-05.czi:z:2/9 - daf7GFP_L1_27deg-05.czi #1,0.901,1204.756,1184,1081,1282,1086.015,1221,103609,
N2,A,10_22_16,27,OP50,0,ASI,11,daf7GFP_L1_27deg-06.czi:z:8/15 - daf7GFP_L1_27deg-06.czi #1,2.358,4095,4095,4095,4095,9657.723,4095,921375,
N2,A,10_22_16,27,OP50,0,ASI,12,daf7GFP_L1_27deg-06.czi:z:14/15 - daf7GFP_L1_27deg-06.czi #1,1.667,3262.365,3279,3084,3425,5437.108,3275,518716,
N2,A,10_22_16,27,OP50,0,ASI,13,daf7GFP_L1_27deg-07A.czi:z:8/16 - daf7GFP_L1_27deg-07.czi #1,1.247,4062.126,4095,3661,4095,5066.857,4095,483393,
N2,A,10_22_16,27,OP50,0,ASI,14,daf7GFP_L1_27deg-07A.czi:z:7/16 - daf7GFP_L1_27deg-07.czi #1,0.839,4086.162,4095,3836,4095,3426.446,4095,326893,
N2,A,10_22_16,27,OP50,0,ASI,15,daf7GFP_L1_27deg-07B.czi:z:5/16 - daf7GFP_L1_27deg-07.czi #1,0.566,1113.074,1091,1064,1173,630.023,1112,60106,
N2,A,10_22_16,27,OP50,0,ASI,16,daf7GFP_L1_27deg-07B.czi:z:12/16 - daf7GFP_L1_27deg-07.czi #1,1.069,1248.824,1158,1080,1373,1335.179,1251,127380,
N2,A,10_22_16,27,OP50,0,ASI,17,daf7GFP_L1_27deg-08.czi:z:12/15 - daf7GFP_L1_27deg-08.czi #1,1.824,4017.626,4095,3003,4095,7327.522,4095,699067,
N2,A,10_22_16,27,OP50,0,ASI,18,daf7GFP_L1_27deg-08.czi:z:8/15 - daf7GFP_L1_27deg-08.czi #1,1.08,3641.748,3738,3372,3884,3931.745,3652,375100,
N2,A,10_22_16,27,OP50,0,ASI,19,daf7GFP_L1_27deg-09A.czi:z:8/21 - daf7GFP_L1_27deg-09.czi #1,0.828,3582.633,3737,3139,3864,2966.66,3572,283028,
N2,A,10_22_16,27,OP50,0,ASI,20,daf7GFP_L1_27deg-09A.czi:z:11/21 - daf7GFP_L1_27deg-09.czi #1,0.472,3871.244,4095,3270,4095,1826.003,3962,174206,
N2,A,10_22_16,27,OP50,0,ASI,21,daf7GFP_L1_27deg-09B.czi:z:13/21 - daf7GFP_L1_27deg-09.czi #1,0.723,1542.565,1587,1378,1700,1115.658,1547,106437,
N2,A,10_22_16,27,OP50,0,ASI,22,daf7GFP_L1_27deg-09B.czi:z:15/21 - daf7GFP_L1_27deg-09.czi #1,0.744,2355.169,2293,2115,2497,1752.745,2370,167217,
ft7,A,10_22_16,27,OP50,0,ASI,1,daf7GFP_L1_27deg.czi:z:2/8 - daf7GFP_L1_27deg.czi #1,1.908,1241.681,1192,1044,1372,2368.753,1247,225986,
ft7,A,10_22_16,27,OP50,0,ASI,2,daf7GFP_L1_27deg.czi:z:6/8 - daf7GFP_L1_27deg.czi #1,0.566,1446.87,1435,1365,1503,818.958,1447,78131,
ft7,A,10_22_16,27,OP50,0,ASI,3,daf7GFP_L1_27deg-02A.czi:z:6/10 - daf7GFP_L1_27deg-02.czi #1,1.122,1588.523,1626,1405,1678,1781.623,1593,169972,
ft7,A,10_22_16,27,OP50,0,ASI,4,daf7GFP_L1_27deg-02A.czi:z:5/10 - daf7GFP_L1_27deg-02.czi #1,1.75,1123.018,1004,754,1315,1965.81,1141,187544,
ft7,A,10_22_16,27,OP50,0,ASI,5,daf7GFP_L1_27deg-02B.czi:z:4/10 - daf7GFP_L1_27deg-02.czi #1,1.195,896.175,940,781,994,1070.869,907,102164,
ft7,A,10_22_16,27,OP50,0,ASI,6,daf7GFP_L1_27deg-02B.czi:z:7/10 - daf7GFP_L1_27deg-02.czi #1,1.426,1101.507,1137,866,1210,1570.235,1120,149805,
ft7,A,10_22_16,27,OP50,0,ASI,7,daf7GFP_L1_27deg-03.czi:z:6/12 - daf7GFP_L1_27deg-03.czi #1,1.488,2444.838,2518,1981,2707,3638.956,2466,347167,
ft7,A,10_22_16,27,OP50,0,ASI,8,daf7GFP_L1_27deg-03.czi:z:9/12 - daf7GFP_L1_27deg-03.czi #1,0.818,3469.244,3321,3089,3751,2836.402,3484,270601,
ft7,A,10_22_16,27,OP50,0,ASI,9,daf7GFP_L1_27deg-04.czi:z:10/16 - daf7GFP_L1_27deg-04.czi #1,1.08,3804.825,4095,2700,4095,4107.809,4031,391897,
ft7,A,10_22_16,27,OP50,0,ASI,10,daf7GFP_L1_27deg-04.czi:z:7/16 - daf7GFP_L1_27deg-04.czi #1,1.006,2873.542,3115,2484,3241,2891.526,2881,275860,
ft7,A,10_22_16,27,OP50,0,ASI,11,daf7GFP_L1_27deg-05.czi:z:11/15 - daf7GFP_L1_27deg-05.czi #1,1.897,4095,4095,4095,4095,7769.102,4095,741195,
ft7,A,10_22_16,27,OP50,0,ASI,12,daf7GFP_L1_27deg-05.czi:z:8/15 - daf7GFP_L1_27deg-05.czi #1,0.755,4095,4095,4095,4095,3090.471,4095,294840,
ft7,A,10_22_16,27,OP50,0,ASI,13,daf7GFP_L1_27deg-06.czi:z:5/13 - daf7GFP_L1_27deg-06.czi #1,0.734,1845.971,1803,1551,1952,1354.445,1867,129218,
