genotype,plate,date,temp,food,pheromone,neuron,#,ID,area,mean,mode,min,max,IntDen,Median,RawIntDen,note
ft7,A,12_1_16,20,OP50,0,ASI,78,daf7GFP_ft7_20-10.czi:z:5/13 - daf7GFP_ft7_20-10.czi #1,0.65,2310.419,2403,1770,2648,1501.484,2374,143246,
ft7,A,12_1_16,20,OP50,0,ASI,79,daf7GFP_ft7_20-10.czi:z:5/13 - daf7GFP_ft7_20-10.czi #1,0.891,1267.729,1274,1064,1418,1129.494,1289,107757,
ft7,A,12_1_16,20,OP50,0,ASI,80,daf7GFP_ft7_20-09.czi:z:3/9 - daf7GFP_ft7_20-09.czi #1,1.478,835.596,725,688,1030,1234.962,819,117819,
ft7,A,12_1_16,20,OP50,0,ASI,81,daf7GFP_ft7_20-09.czi:z:5/9 - daf7GFP_ft7_20-09.czi #1,0.901,1392.651,1259,1230,1582,1255.391,1395,119768,
ft7,A,12_1_16,20,OP50,0,ASI,82,daf7GFP_ft7_20-08.czi:z:6/12 - daf7GFP_ft7_20-08.czi #1,1.101,3350.571,3105,2740,3902,3687.623,3351,351810,
ft7,A,12_1_16,20,OP50,0,ASI,83,daf7GFP_ft7_20-08.czi:z:7/12 - daf7GFP_ft7_20-08.czi #1,0.807,2004.13,1715,1623,2318,1617.54,2009,154318,
ft7,A,12_1_16,20,OP50,0,ASI,84,daf7GFP_ft7_20-07.czi:z:7/11 - daf7GFP_ft7_20-07.czi #1,0.419,1484.575,1317,1317,1712,622.444,1490,59383,
ft7,A,12_1_16,20,OP50,0,ASI,85,daf7GFP_ft7_20-07.czi:z:5/11 - daf7GFP_ft7_20-07.czi #1,0.262,1603.2,1637,1476,1752,420.113,1584,40080,
ft7,A,12_1_16,20,OP50,0,ASI,86,daf7GFP_ft7_20-06.czi:z:5/10 - daf7GFP_ft7_20-06.czi #1,0.482,1384.565,1419,1257,1465,667.59,1396,63690,
ft7,A,12_1_16,20,OP50,0,ASI,87,daf7GFP_ft7_20-06.czi:z:9/10 - daf7GFP_ft7_20-06.czi #1,0.472,573.644,580,540,610,270.579,570,25814,
ft7,A,12_1_16,20,OP50,0,ASI,88,daf7GFP_ft7_20-05.czi:z:6/12 - daf7GFP_ft7_20-05.czi #1,1.614,589.981,618,503,652,952.35,592,90857,
ft7,A,12_1_16,20,OP50,0,ASI,89,daf7GFP_ft7_20-05.czi:z:7/12 - daf7GFP_ft7_20-05.czi #1,1.446,621.79,608,569,667,899.417,623,85807,
ft7,A,12_1_16,20,OP50,0,ASI,90,daf7GFP_ft7_20-04.czi:z:6/12 - daf7GFP_ft7_20-04.czi #1,0.472,767,752,676,818,361.781,769,34515,
ft7,A,12_1_16,20,OP50,0,ASI,91,daf7GFP_ft7_20-04.czi:z:9/12 - daf7GFP_ft7_20-04.czi #1,0.849,594.333,591,550,621,504.607,595,48141,
ft7,A,12_1_16,20,OP50,0,ASI,92,daf7GFP_ft7_20-03.czi:z:12/15 - daf7GFP_ft7_20-03.czi #1,0.577,616.382,618,548,704,355.346,618,33901,
ft7,A,12_1_16,20,OP50,0,ASI,93,daf7GFP_ft7_20-03.czi:z:9/15 - daf7GFP_ft7_20-03.czi #1,0.975,736.312,767,651,823,717.766,737,68477,
ft7,A,12_1_16,25,OP50,0,ASI,94,daf7GFP_ft7_25-02.czi:z:9/13 - daf7GFP_ft7_25-02.czi #1,0.597,2499.965,2413,2175,2687,1493.644,2533,142498,
ft7,A,12_1_16,25,OP50,0,ASI,95,daf7GFP_ft7_25-02.czi:z:4/13 - daf7GFP_ft7_25-02.czi #1,0.241,2072.609,1923,1923,2172,499.67,2087,47670,
ft7,A,12_1_16,25,OP50,0,ASI,96,daf7GFP_ft7_25.czi:z:13/18 - daf7GFP_ft7_25.czi #1,0.409,1858.385,1817,1699,1959,759.694,1873,72477,
ft7,A,12_1_16,25,OP50,0,ASI,97,daf7GFP_ft7_25.czi:z:9/18 - daf7GFP_ft7_25.czi #1,0.597,3327.211,3371,3029,3558,1987.895,3362,189651,
ft7,A,12_1_16,25,OP50,0,ASI,98,daf7GFP_ft7_25-08.czi:z:4/14 - daf7GFP_ft7_25-08.czi #1,1.321,3676.548,3960,2982,4034,4855.669,3741,463245,
ft7,A,12_1_16,25,OP50,0,ASI,99,daf7GFP_ft7_25-08.czi:z:9/14 - daf7GFP_ft7_25-08.czi #1,1.006,3900.115,4095,2831,4095,3924.523,4095,374411,
ft7,A,12_1_16,25,OP50,0,ASI,100,daf7GFP_ft7_25-07.czi:z:6/14 - daf7GFP_ft7_25-07.czi #1,1.174,3149.902,2469,2046,3969,3697.885,3198,352789,
ft7,A,12_1_16,25,OP50,0,ASI,101,daf7GFP_ft7_25-07.czi:z:9/14 - daf7GFP_ft7_25-07.czi #1,1.53,3797.034,4095,3011,4095,5810.797,3878,554367,
ft7,A,12_1_16,25,OP50,0,ASI,102,daf7GFP_ft7_25-06.czi:z:6/12 - daf7GFP_ft7_25-06.czi #1,0.807,1450.805,1445,1287,1603,1170.949,1450,111712,
ft7,A,12_1_16,25,OP50,0,ASI,103,daf7GFP_ft7_25-06.czi:z:8/12 - daf7GFP_ft7_25-06.czi #1,0.451,1378.023,1248,1248,1463,621.103,1389,59255,
ft7,A,12_1_16,25,OP50,0,ASI,104,daf7GFP_ft7_25-05.czi:z:8/16 - daf7GFP_ft7_25-05.czi #1,0.335,2156.438,2185,1947,2270,723.311,2170,69006,
ft7,A,12_1_16,25,OP50,0,ASI,105,daf7GFP_ft7_25-05.czi:z:5/16 - daf7GFP_ft7_25-05.czi #1,0.273,2601.731,2360,2360,2763,709.045,2631,67645,
ft7,A,12_1_16,25,OP50,0,ASI,106,daf7GFP_ft7_25-04.czi:z:9/15 - daf7GFP_ft7_25-04.czi #1,0.828,3572,3392,3030,3771,2957.855,3606,282188,
ft7,A,12_1_16,25,OP50,0,ASI,107,daf7GFP_ft7_25-04.czi:z:11/15 - daf7GFP_ft7_25-04.czi #1,0.618,4094.085,4095,4041,4095,2531.904,4095,241551,
ft7,A,12_1_16,25,OP50,0,ASI,108,daf7GFP_ft7_25-03.czi:z:7/15 - daf7GFP_ft7_25-03.czi #1,0.566,3993.407,4095,3355,4095,2260.35,4095,215644,
ft7,A,12_1_16,25,OP50,0,ASI,109,daf7GFP_ft7_25-03.czi:z:10/15 - daf7GFP_ft7_25-03.czi #1,0.608,4095,4095,4095,4095,2489.546,4095,237510,
N2,A,12_6_16,20,OP50,0,ASI,110,daf7GFP_N2_20-02.czi:z:11/18 - daf7GFP_N2_20-02.czi #1,1.069,3004.127,3068,2671,3200,3211.862,3023,306421,
N2,A,12_6_16,20,OP50,0,ASI,111,daf7GFP_N2_20-02.czi:z:8/18 - daf7GFP_N2_20-02.czi #1,0.419,2051.525,2002,1904,2185,860.152,2044,82061,
N2,A,12_6_16,20,OP50,0,ASI,112,daf7GFP_N2_20.czi:z:7/16 - daf7GFP_N2_20.czi #1,1.53,488.404,504,437,537,747.43,486,71307,
N2,A,12_6_16,20,OP50,0,ASI,113,daf7GFP_N2_20.czi:z:12/16 - daf7GFP_N2_20.czi #1,1.614,593,647,446,694,957.224,616,91322,
N2,A,12_6_16,20,OP50,0,ASI,114,daf7GFP_N2_20-11.czi:z:9/16 - daf7GFP_N2_20-11.czi #1,0.744,2057.901,1811,1760,2279,1531.515,2077,146111,
N2,A,12_6_16,20,OP50,0,ASI,115,daf7GFP_N2_20-11.czi:z:13/16 - daf7GFP_N2_20-11.czi #1,0.43,1988.805,1948,1814,2098,854.701,1997,81541,
N2,A,12_6_16,20,OP50,0,ASI,116,daf7GFP_N2_20-10.czi:z:7/14 - daf7GFP_N2_20-10.czi #1,0.702,1530.91,1572,1400,1614,1075.135,1540,102571,
N2,A,12_6_16,20,OP50,0,ASI,117,daf7GFP_N2_20-10.czi:z:9/14 - daf7GFP_N2_20-10.czi #1,0.786,1337.867,1311,1272,1417,1051.75,1333,100340,
N2,A,12_6_16,20,OP50,0,ASI,118,daf7GFP_N2_20-09.czi:z:14/17 - daf7GFP_N2_20-09.czi #1,0.597,2022.614,1991,1832,2201,1208.443,2016,115289,
N2,A,12_6_16,20,OP50,0,ASI,119,daf7GFP_N2_20-09.czi:z:8/17 - daf7GFP_N2_20-09.czi #1,0.535,3934.373,4095,3442,4095,2103.217,3989,200653,
N2,A,12_6_16,20,OP50,0,ASI,120,daf7GFP_N2_20-08.czi:z:13/17 - daf7GFP_N2_20-08.czi #1,0.577,1779.091,1819,1555,1942,1025.65,1797,97850,
N2,A,12_6_16,20,OP50,0,ASI,121,daf7GFP_N2_20-08.czi:z:7/17 - daf7GFP_N2_20-08.czi #1,0.472,1763.044,1721,1671,1836,831.599,1771,79337,
N2,A,12_6_16,20,OP50,0,ASI,122,daf7GFP_N2_20-07.czi:z:4/14 - daf7GFP_N2_20-07.czi #1,0.66,763.46,748,690,832,504.156,769,48098,
N2,A,12_6_16,20,OP50,0,ASI,123,daf7GFP_N2_20-07.czi:z:7/14 - daf7GFP_N2_20-07.czi #1,0.451,948.721,892,892,1033,427.607,949,40795,
N2,A,12_6_16,20,OP50,0,ASI,124,daf7GFP_N2_20-06.czi:z:7/17 - daf7GFP_N2_20-06.czi #1,0.901,2298.767,2200,2028,2551,2072.201,2292,197694,
N2,A,12_6_16,20,OP50,0,ASI,125,daf7GFP_N2_20-06.czi:z:13/17 - daf7GFP_N2_20-06.czi #1,0.818,2359.423,2219,1961,2555,1929.029,2395,184035,
N2,A,12_6_16,20,OP50,0,ASI,126,daf7GFP_N2_20-05.czi:z:10/14 - daf7GFP_N2_20-05.czi #1,1.09,1409.029,1457,1210,1608,1536.001,1402,146539,
N2,A,12_6_16,20,OP50,0,ASI,127,daf7GFP_N2_20-05.czi:z:7/14 - daf7GFP_N2_20-05.czi #1,0.461,2207.386,2253,2034,2366,1018.051,2218,97125,
N2,A,12_6_16,20,OP50,0,ASI,128,daf7GFP_N2_20-04.czi:z:8/14 - daf7GFP_N2_20-04.czi #1,0.639,1055.951,1036,952,1116,675.168,1064,64413,
N2,A,12_6_16,20,OP50,0,ASI,129,daf7GFP_N2_20-04.czi:z:9/14 - daf7GFP_N2_20-04.czi #1,0.734,594.229,585,558,630,436.003,592,41596,
N2,A,12_6_16,20,OP50,0,ASI,130,daf7GFP_N2_20-03.czi:z:5/14 - daf7GFP_N2_20-03.czi #1,0.524,1441.32,1411,1306,1522,755.386,1453,72066,
N2,A,12_6_16,20,OP50,0,ASI,131,daf7GFP_N2_20-03.czi:z:7/14 - daf7GFP_N2_20-03.czi #1,0.398,2034.079,2037,1894,2120,810.195,2041,77295,
N2,A,12_6_16,25,OP50,0,ASI,132,daf7GFP_N2_25-02.czi:z:4/12 - daf7GFP_N2_25-02.czi #1,0.618,2205.864,2199,1860,2329,1364.172,2236,130146,
N2,A,12_6_16,25,OP50,0,ASI,133,daf7GFP_N2_25-02.czi:z:7/12 - daf7GFP_N2_25-02.czi #1,0.566,2410.907,2390,2241,2496,1364.623,2418,130189,
N2,A,12_6_16,25,OP50,0,ASI,134,daf7GFP_N2_25.czi:z:11/13 - daf7GFP_N2_25.czi #1,0.43,1941.537,1970,1685,2113,834.387,1970,79603,
N2,A,12_6_16,25,OP50,0,ASI,135,daf7GFP_N2_25.czi:z:8/13 - daf7GFP_N2_25.czi #1,0.943,3547.667,3437,3171,3777,3346.753,3586,319290,
N2,A,12_6_16,25,OP50,0,ASI,136,daf7GFP_N2_25-12.czi:z:13/17 - daf7GFP_N2_25-12.czi #1,0.755,1766.139,1693,1651,1873,1332.894,1767,127162,
N2,A,12_6_16,25,OP50,0,ASI,137,daf7GFP_N2_25-12.czi:z:7/17 - daf7GFP_N2_25-12.czi #1,0.964,2083.772,2036,1936,2209,2009.446,2093,191707,
N2,A,12_6_16,25,OP50,0,ASI,138,daf7GFP_N2_25-11.czi:z:9/23 - daf7GFP_N2_25-11.czi #1,2.044,1705.446,1769,1450,1889,3485.868,1728,332562,
N2,A,12_6_16,25,OP50,0,ASI,139,daf7GFP_N2_25-11.czi:z:17/23 - daf7GFP_N2_25-11.czi #1,2.149,567.756,560,527,600,1219.984,568,116390,
N2,A,12_6_16,25,OP50,0,ASI,140,daf7GFP_N2_25-10.czi:z:9/16 - daf7GFP_N2_25-10.czi #1,0.503,3079.688,2964,2726,3307,1549.481,3135,147825,
N2,A,12_6_16,25,OP50,0,ASI,141,daf7GFP_N2_25-10.czi:z:8/16 - daf7GFP_N2_25-10.czi #1,1.143,622.183,624,578,664,710.859,623,67818,
N2,A,12_6_16,25,OP50,0,ASI,142,daf7GFP_N2_25-09.czi:z:11/18 - daf7GFP_N2_25-09.czi #1,2.222,4095,4095,4095,4095,9099.721,4095,868140,
N2,A,12_6_16,25,OP50,0,ASI,143,daf7GFP_N2_25-09.czi:z:15/18 - daf7GFP_N2_25-09.czi #1,3.637,4059.767,4095,3203,4095,14766.204,4095,1408739,
N2,A,12_6_16,25,OP50,0,ASI,144,daf7GFP_N2_25-08.czi:z:12/16 - daf7GFP_N2_25-08.czi #1,0.587,532.411,529,511,555,312.517,534,29815,
N2,A,12_6_16,25,OP50,0,ASI,145,daf7GFP_N2_25-08.czi:z:6/16 - daf7GFP_N2_25-08.czi #1,1.52,982.462,1011,856,1051,1493.214,986,142457,
N2,A,12_6_16,25,OP50,0,ASI,146,daf7GFP_N2_25-07.czi:z:19/24 - daf7GFP_N2_25-07.czi #1,2.243,1731.43,1656,1481,1925,3883.801,1736,370526,
N2,A,12_6_16,25,OP50,0,ASI,147,daf7GFP_N2_25-07.czi:z:13/24 - daf7GFP_N2_25-07.czi #1,2.851,3280.949,3250,2274,3727,9354.2,3354,892418,
N2,A,12_6_16,25,OP50,0,ASI,148,daf7GFP_N2_25-06.czi:z:10/15 - daf7GFP_N2_25-06.czi #1,0.849,1620.728,1644,1480,1709,1376.048,1635,131279,
N2,A,12_6_16,25,OP50,0,ASI,149,daf7GFP_N2_25-06.czi:z:7/15 - daf7GFP_N2_25-06.czi #1,1.143,2720.431,2587,2503,2975,3108.154,2706,296527,
N2,A,12_6_16,25,OP50,0,ASI,150,daf7GFP_N2_25-05.czi:z:10/14 - daf7GFP_N2_25-05.czi #1,0.535,1127.725,1117,1052,1187,602.854,1136,57514,
N2,A,12_6_16,25,OP50,0,ASI,151,daf7GFP_N2_25-05.czi:z:7/14 - daf7GFP_N2_25-05.czi #1,1.436,1008.883,990,865,1106,1448.771,1014,138217,
N2,A,12_6_16,25,OP50,0,ASI,152,daf7GFP_N2_25-04.czi:z:13/15 - daf7GFP_N2_25-04.czi #1,0.765,619.137,610,568,668,473.749,618,45197,
N2,A,12_6_16,25,OP50,0,ASI,153,daf7GFP_N2_25-04.czi:z:6/15 - daf7GFP_N2_25-04.czi #1,1.237,1177.797,1145,1094,1253,1456.769,1182,138980,
N2,A,12_6_16,25,OP50,0,ASI,154,daf7GFP_N2_25-03.czi:z:9/14 - daf7GFP_N2_25-03.czi #1,0.88,2159.774,2189,2009,2325,1901.629,2166,181421,
N2,A,12_6_16,25,OP50,0,ASI,155,daf7GFP_N2_25-03.czi:z:12/14 - daf7GFP_N2_25-03.czi #1,1.331,1097.583,1093,1038,1144,1461.098,1098,139393,
N2,A,12_6_16,27,OP50,0,ASI,156,daf7GFP_N2_27-02.czi:z:12/14 - daf7GFP_N2_27-02.czi #1,2.107,3786.08,4095,3241,4095,7976.716,3817,761002,
N2,A,12_6_16,27,OP50,0,ASI,157,daf7GFP_N2_27-02.czi:z:9/14 - daf7GFP_N2_27-02.czi #1,1.541,4089.197,4095,3813,4095,6300.771,4095,601112,
N2,A,12_6_16,27,OP50,0,ASI,158,daf7GFP_N2_27.czi:z:12/20 - daf7GFP_N2_27.czi #1,1.247,3181.555,3319,2837,3390,3968.484,3216,378605,
N2,A,12_6_16,27,OP50,0,ASI,159,daf7GFP_N2_27.czi:z:7/20 - daf7GFP_N2_27.czi #1,0.755,2336.5,2379,2224,2460,1763.342,2349,168228,
N2,A,12_6_16,27,OP50,0,ASI,160,daf7GFP_N2_27-10.czi:z:16/26 - daf7GFP_N2_27-10.czi #1,0.692,1391.045,1360,1265,1460,962.329,1400,91809,
N2,A,12_6_16,27,OP50,0,ASI,161,daf7GFP_N2_27-10.czi:z:9/26 - daf7GFP_N2_27-10.czi #1,0.87,1568.867,1638,1443,1661,1364.906,1574,130216,
N2,A,12_6_16,27,OP50,0,ASI,162,daf7GFP_N2_27-09.czi:z:12/15 - daf7GFP_N2_27-09.czi #1,0.723,1404.957,1365,1228,1524,1016.132,1407,96942,
N2,A,12_6_16,27,OP50,0,ASI,163,daf7GFP_N2_27-09.czi:z:9/15 - daf7GFP_N2_27-09.czi #1,0.482,2005.674,1987,1891,2157,967.067,1996,92261,
N2,A,12_6_16,27,OP50,0,ASI,164,daf7GFP_N2_27-08.czi:z:10/14 - daf7GFP_N2_27-08.czi #1,0.587,1646.607,1669,1570,1713,966.532,1649,92210,
N2,A,12_6_16,27,OP50,0,ASI,165,daf7GFP_N2_27-08.czi:z:6/14 - daf7GFP_N2_27-08.czi #1,0.409,2814,2875,2598,2955,1150.342,2816,109746,
N2,A,12_6_16,27,OP50,0,ASI,166,daf7GFP_N2_27-07.czi:z:13/20 - daf7GFP_N2_27-07.czi #1,0.943,3503.056,3173,3058,3878,3304.668,3523,315275,
N2,A,12_6_16,27,OP50,0,ASI,167,daf7GFP_N2_27-07.czi:z:8/20 - daf7GFP_N2_27-07.czi #1,1.467,2709.436,2248,1810,3451,3975.989,2720,379321,
N2,A,12_6_16,27,OP50,0,ASI,168,daf7GFP_N2_27-06.czi:z:10/20 - daf7GFP_N2_27-06.czi #1,2.023,2275.777,2254,2132,2386,4603.895,2282,439225,
N2,A,12_6_16,27,OP50,0,ASI,169,daf7GFP_N2_27-06.czi:z:12/20 - daf7GFP_N2_27-06.czi #1,1.52,2486.648,2175,2090,2738,3779.381,2508,360564,
N2,A,12_6_16,27,OP50,0,ASI,170,daf7GFP_N2_27-05.czi:z:6/15 - daf7GFP_N2_27-05.czi #1,0.786,1902.36,1858,1697,2065,1495.52,1923,142677,
N2,A,12_6_16,27,OP50,0,ASI,171,daf7GFP_N2_27-05.czi:z:9/15 - daf7GFP_N2_27-05.czi #1,1.038,2862.283,2904,2591,3045,2970.203,2877,283366,
N2,A,12_6_16,27,OP50,0,ASI,172,daf7GFP_N2_27-04.czi:z:6/16 - daf7GFP_N2_27-04.czi #1,0.597,1268.316,1272,1193,1326,757.776,1271,72294,
N2,A,12_6_16,27,OP50,0,ASI,173,daf7GFP_N2_27-04.czi:z:11/16 - daf7GFP_N2_27-04.czi #1,0.964,3198,3244,2770,3449,3083.931,3227,294216,
N2,A,12_6_16,27,OP50,0,ASI,174,daf7GFP_N2_27-03.czi:z:12/17 - daf7GFP_N2_27-03.czi #1,0.975,4095,4095,4095,4095,3991.859,4095,380835,
N2,A,12_6_16,27,OP50,0,ASI,175,daf7GFP_N2_27-03.czi:z:9/17 - daf7GFP_N2_27-03.czi #1,1.677,3992.525,4095,3296,4095,6695.854,4095,638804,
ft7,A,12_6_16,20,OP50,0,ASI,176,daf7GFP_ft7_20-02.czi:z:12/15 - daf7GFP_ft7_20-02.czi #1,0.409,1582.154,1570,1503,1638,646.773,1589,61704,
ft7,A,12_6_16,20,OP50,0,ASI,177,daf7GFP_ft7_20-02.czi:z:8/15 - daf7GFP_ft7_20-02.czi #1,0.545,1601.577,1542,1501,1674,872.95,1611,83282,
ft7,A,12_6_16,20,OP50,0,ASI,178,daf7GFP_ft7_20.czi:z:6/13 - daf7GFP_ft7_20.czi #1,1.153,4092.427,4095,3964,4095,4718.587,4095,450167,
ft7,A,12_6_16,20,OP50,0,ASI,179,daf7GFP_ft7_20.czi:z:9/13 - daf7GFP_ft7_20.czi #1,1.499,3615.469,4095,1955,4095,5419.247,3903,517012,
ft7,A,12_6_16,20,OP50,0,ASI,180,daf7GFP_ft7_20-10.czi:z:14/16 - daf7GFP_ft7_20-10.czi #1,0.975,3653.527,3726,2874,4071,3561.505,3707,339778,
ft7,A,12_6_16,20,OP50,0,ASI,181,daf7GFP_ft7_20-10.czi:z:7/16 - daf7GFP_ft7_20-10.czi #1,1.384,4095,4095,4095,4095,5665.864,4095,540540,
ft7,A,12_6_16,20,OP50,0,ASI,182,daf7GFP_ft7_20-09.czi:z:3/11 - daf7GFP_ft7_20-09.czi #1,0.828,1211.899,1182,1117,1284,1003.533,1216,95740,
ft7,A,12_6_16,20,OP50,0,ASI,183,daf7GFP_ft7_20-09.czi:z:6/11 - daf7GFP_ft7_20-09.czi #1,0.828,2093.266,1991,1977,2207,1733.364,2099,165368,
ft7,A,12_6_16,20,OP50,0,ASI,184,daf7GFP_ft7_20-08.czi:z:6/13 - daf7GFP_ft7_20-08.czi #1,1.488,3182.859,3444,2244,3486,4737.444,3248,451966,
ft7,A,12_6_16,20,OP50,0,ASI,185,daf7GFP_ft7_20-08.czi:z:11/13 - daf7GFP_ft7_20-08.czi #1,1.09,3077.471,2849,2686,3299,3354.792,3102,320057,
ft7,A,12_6_16,20,OP50,0,ASI,186,daf7GFP_ft7_20-07.czi:z:13/15 - daf7GFP_ft7_20-07.czi #1,0.545,1232.404,1233,1176,1286,671.73,1233,64085,
ft7,A,12_6_16,20,OP50,0,ASI,187,daf7GFP_ft7_20-07.czi:z:6/15 - daf7GFP_ft7_20-07.czi #1,0.409,2162.872,2090,2033,2322,884.166,2150,84352,
ft7,A,12_6_16,20,OP50,0,ASI,188,daf7GFP_ft7_20-06.czi:z:9/18 - daf7GFP_ft7_20-06.czi #1,0.891,3719.306,3523,3438,3996,3313.746,3725,316141,
ft7,A,12_6_16,20,OP50,0,ASI,189,daf7GFP_ft7_20-06.czi:z:15/18 - daf7GFP_ft7_20-06.czi #1,0.597,2883.842,2914,2779,3013,1722.998,2892,164379,
ft7,A,12_6_16,20,OP50,0,ASI,190,daf7GFP_ft7_20-05.czi:z:8/14 - daf7GFP_ft7_20-05.czi #1,1.53,797.014,775,681,889,1219.711,800,116364,
ft7,A,12_6_16,20,OP50,0,ASI,191,daf7GFP_ft7_20-05.czi:z:5/14 - daf7GFP_ft7_20-05.czi #1,1.101,765.248,750,655,864,842.228,765,80351,
ft7,A,12_6_16,20,OP50,0,ASI,192,daf7GFP_ft7_20-04.czi:z:9/12 - daf7GFP_ft7_20-04.czi #1,1.017,1071.722,1069,890,1256,1089.663,1074,103957,
ft7,A,12_6_16,20,OP50,0,ASI,193,daf7GFP_ft7_20-04.czi:z:5/12 - daf7GFP_ft7_20-04.czi #1,1.614,1491.825,1478,1328,1600,2408.113,1496,229741,
ft7,A,12_6_16,20,OP50,0,ASI,194,daf7GFP_ft7_20-03.czi:z:10/15 - daf7GFP_ft7_20-03.czi #1,0.451,3119.535,3222,2921,3265,1406.037,3131,134140,
ft7,A,12_6_16,20,OP50,0,ASI,195,daf7GFP_ft7_20-03.czi:z:7/15 - daf7GFP_ft7_20-03.czi #1,0.577,1565.709,1510,1438,1674,902.635,1573,86114,
ft7,A,12_6_16,25,OP50,0,ASI,196,daf7GFP_ft7_25-02.czi:z:7/13 - daf7GFP_ft7_25-02.czi #1,0.933,1815.258,1766,1656,1978,1693.428,1813,161558,
ft7,A,12_6_16,25,OP50,0,ASI,197,daf7GFP_ft7_25-02.czi:z:5/13 - daf7GFP_ft7_25-02.czi #1,0.671,2741.609,2755,2609,2858,1839.178,2749,175463,
ft7,A,12_6_16,25,OP50,0,ASI,198,daf7GFP_ft7_25.czi:z:10/16 - daf7GFP_ft7_25.czi #1,1.572,2110.66,2102,1910,2275,3318.546,2117,316599,
ft7,A,12_6_16,25,OP50,0,ASI,199,daf7GFP_ft7_25.czi:z:8/16 - daf7GFP_ft7_25.czi #1,0.535,2116.569,2046,1939,2350,1131.464,2110,107945,
ft7,A,12_6_16,25,OP50,0,ASI,200,daf7GFP_ft7_25-11.czi:z:9/16 - daf7GFP_ft7_25-11.czi #1,0.493,3113.426,3176,2891,3317,1533.821,3121,146331,
ft7,A,12_6_16,25,OP50,0,ASI,201,daf7GFP_ft7_25-11.czi:z:12/16 - daf7GFP_ft7_25-11.czi #1,0.702,2629.03,2360,2229,2865,1846.327,2667,176145,
ft7,A,12_6_16,25,OP50,0,ASI,202,daf7GFP_ft7_25-10.czi:z:7/14 - daf7GFP_ft7_25-10.czi #1,0.943,776.644,774,728,825,732.661,776,69898,
ft7,A,12_6_16,25,OP50,0,ASI,203,daf7GFP_ft7_25-10.czi:z:5/14 - daf7GFP_ft7_25-10.czi #1,0.545,677.885,669,638,715,369.486,677,35250,
ft7,A,12_6_16,25,OP50,0,ASI,204,daf7GFP_ft7_25-09.czi:z:5/13 - daf7GFP_ft7_25-09.czi #1,0.807,2535.519,2472,2348,2740,2046.426,2530,195235,
ft7,A,12_6_16,25,OP50,0,ASI,205,daf7GFP_ft7_25-09.czi:z:8/13 - daf7GFP_ft7_25-09.czi #1,0.975,3300.237,2835,2455,3770,3217.113,3382,306922,
ft7,A,12_6_16,25,OP50,0,ASI,206,daf7GFP_ft7_25-08.czi:z:11/18 - daf7GFP_ft7_25-08.czi #1,0.807,3280.753,3295,2836,3606,2647.906,3319,252618,
ft7,A,12_6_16,25,OP50,0,ASI,207,daf7GFP_ft7_25-08.czi:z:13/18 - daf7GFP_ft7_25-08.czi #1,0.985,3691.521,3529,3391,3907,3637.237,3695,347003,
ft7,A,12_6_16,25,OP50,0,ASI,208,daf7GFP_ft7_25-07.czi:z:8/16 - daf7GFP_ft7_25-07.czi #1,0.901,3274.279,3079,2418,3768,2951.566,3386,281588,
ft7,A,12_6_16,25,OP50,0,ASI,209,daf7GFP_ft7_25-07.czi:z:10/16 - daf7GFP_ft7_25-07.czi #1,1.436,3923.226,4095,2955,4095,5633.811,4095,537482,
ft7,A,12_6_16,25,OP50,0,ASI,210,daf7GFP_ft7_25-06.czi:z:7/16 - daf7GFP_ft7_25-06.czi #1,0.943,2196.9,2164,1897,2391,2072.484,2195,197721,
ft7,A,12_6_16,25,OP50,0,ASI,211,daf7GFP_ft7_25-06.czi:z:10/16 - daf7GFP_ft7_25-06.czi #1,1.226,2835.547,2907,2605,2988,3477.451,2845,331759,
ft7,A,12_6_16,25,OP50,0,ASI,212,daf7GFP_ft7_25-05.czi:z:4/13 - daf7GFP_ft7_25-05.czi #1,0.723,1633.333,1582,1486,1772,1181.306,1621,112700,
ft7,A,12_6_16,25,OP50,0,ASI,213,daf7GFP_ft7_25-05.czi:z:6/13 - daf7GFP_ft7_25-05.czi #1,0.87,2000.108,1988,1865,2084,1740.083,2002,166009,
ft7,A,12_6_16,25,OP50,0,ASI,214,daf7GFP_ft7_25-04.czi:z:11/19 - daf7GFP_ft7_25-04.czi #1,0.356,813.294,800,761,859,289.844,816,27652,
ft7,A,12_6_16,25,OP50,0,ASI,215,daf7GFP_ft7_25-04.czi:z:14/19 - daf7GFP_ft7_25-04.czi #1,0.828,673.595,671,613,721,557.782,677,53214,
ft7,A,12_6_16,25,OP50,0,ASI,216,daf7GFP_ft7_25-03.czi:z:9/17 - daf7GFP_ft7_25-03.czi #1,1.792,4091.304,4095,3927,4095,7333.245,4095,699613,
ft7,A,12_6_16,25,OP50,0,ASI,217,daf7GFP_ft7_25-03.czi:z:12/17 - daf7GFP_ft7_25-03.czi #1,1.897,4087.022,4095,3740,4095,7753.966,4095,739751,
ft7,A,12_6_16,27,OP50,0,ASI,218,daf7GFP_ft7_27-11.czi:z:11/15 - daf7GFP_ft7_27-11.czi #1,0.545,1888.269,1852,1778,1971,1029.214,1903,98190,
ft7,A,12_6_16,27,OP50,0,ASI,219,daf7GFP_ft7_27-11.czi:z:7/15 - daf7GFP_ft7_27-11.czi #1,0.43,1831.098,1805,1671,1985,786.926,1836,75075,
