genotype,day,date,temp,food,pheromone,neuron,cell.ID,ID,area,mean,mode,min,max,IntDen,Median,RawIntDen,notes,exp_time,rescaledASI,medianASI,medianASJ,rescaledASJ
N2,8,9_21_16,25,HB101,0,ASI,1545,8,0.807,4095,4095,4095,4095,3305.087,4095,315315,HB101 contaminated,,,,,
N2,8,9_21_16,25,HB101,0,ASJ,1546,8,1.153,2436.582,2285,2188,2601,2809.39,2458,268024,HB101 contaminated,,,,,
N2,8,9_21_16,25,HB101,0,ASJ,1547,8,0.681,1418.923,1393,1328,1486,966.742,1421,92230,HB101 contaminated,,,,,
N2,8,9_21_16,25,HB101,0,ASI,1548,9,1.834,4027.486,4095,3630,4095,7387.719,4095,704810,HB101 contaminated,,,,,
N2,8,9_21_16,25,HB101,0,ASI,1549,9,1.268,4095,4095,4095,4095,5193.709,4095,495495,HB101 contaminated,,,,,
N2,8,9_21_16,25,HB101,0,ASJ,1550,9,0.943,1045.067,1027,993,1102,985.882,1049,94056,HB101 contaminated,,,,,
N2,8,9_21_16,25,HB101,0,ASJ,1551,9,0.702,946.507,953,902,995,664.718,947,63416,HB101 contaminated,,,,,
N2,8,9_21_16,25,HB101,0,ASI,1552,10,0.891,4095,4095,4095,4095,3648.473,4095,348075,HB101 contaminated,,,,,
N2,8,9_21_16,25,HB101,0,ASI,1553,10,1.059,4095,4095,4095,4095,4335.245,4095,413595,HB101 contaminated,,,,,
N2,8,9_21_16,25,HB101,0,ASJ,1554,10,0.954,1927.209,1906,1828,2027,1838.267,1925,175376,HB101 contaminated,,,,,
N2,8,9_21_16,25,HB101,0,ASJ,1555,10,1.216,1381.509,1386,1290,1447,1679.77,1385,160255,HB101 contaminated,,,,,
N2,8,9_21_16,25,HB101,0,ASI,1556,3,1.719,3990.909,4095,3409,4095,6860.471,4095,654509,HB101 contaminated,,,,,
N2,8,9_21_16,25,HB101,0,ASI,1557,3,1.646,4093.032,4095,3786,4095,6735.706,4095,642606,HB101 contaminated,,,,,
N2,8,9_21_16,25,HB101,0,ASJ,1558,3,0.503,1498.083,1503,1416,1559,753.73,1503,71908,HB101 contaminated,,,,,
N2,8,9_21_16,25,HB101,0,ASJ,1559,3,0.43,2456.512,2424,2353,2562,1055.701,2458,100717,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASI,1560,1,0.933,1904.955,1870,1787,2010,1777.105,1908,169541,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASI,1561,1,0.786,1634.107,1439,1439,1816,1284.636,1630,122558,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASJ,1562,1,1.478,999.468,1007,929,1063,1477.156,1003,140925,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASJ,1563,1,0.996,1064.674,1085,987,1115,1060.177,1069,101144,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASI,1564,2,1.813,3767.277,4095,2627,4095,6831.437,3878,651739,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASI,1565,2,0.744,3547.211,3240,3001,3992,2639.877,3557,251852,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASJ,1566,2,0.744,1711.958,1699,1590,1785,1274.06,1713,121549,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASJ,1567,2,0.88,1260.048,1227,1207,1326,1109.442,1258,105844,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASI,1568,10,1.761,3637.327,3562,3024,4021,6405.16,3655,611071,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASI,1569,10,1.122,3665.243,3866,3178,3960,4110.786,3694,392181,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASJ,1570,10,0.87,938.096,928,860,993,816.139,939,77862,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASJ,1571,10,0.556,725.057,726,689,758,402.797,726,38428,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASI,1572,9,1.143,2812.514,2914,2114,3080,3213.361,2843,306564,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASI,1573,9,0.755,2462.292,2368,2259,2667,1858.276,2464,177285,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASJ,1574,9,0.723,985.449,979,928,1038,712.725,991,67996,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASJ,1575,9,0.472,1634.978,1573,1492,1730,771.192,1642,73574,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASI,1576,3,1.017,3160.938,3073,2281,3432,3213.853,3240,306611,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASI,1577,3,0.713,2756.147,2732,2566,2908,1964.489,2761,187418,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASJ,1578,3,0.943,1757.989,1819,1527,1880,1658.429,1780,158219,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASJ,1579,3,0.335,1271.688,1269,1199,1352,426.549,1269,40694,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASI,1580,4,0.922,2277.977,2092,1848,2556,2101.215,2299,200462,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASI,1581,4,1.415,3255.007,3120,2547,3555,4606.002,3303,439426,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASJ,1582,4,0.985,979.617,950,892,1044,965.212,979,92084,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASJ,1583,4,0.744,1236.465,1206,1102,1305,920.192,1246,87789,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASI,1584,5,0.713,1183.912,1105,1104,1263,843.853,1194,80506,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASI,1585,5,0.65,1333.903,1340,1216,1418,866.871,1339,82702,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASJ,1586,5,0.755,764.431,754,728,803,576.911,764,55039,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASJ,1587,5,0.786,713.667,702,672,743,561.042,715,53525,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASI,1588,6,0.702,2703.119,2645,2531,2823,1898.359,2712,181109,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASI,1589,6,0.639,3699.82,3732,3427,3896,2365.64,3723,225689,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASJ,1590,6,0.818,644.974,656,601,683,527.321,644,50308,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASJ,1591,6,0.577,1255.309,1245,1200,1295,723.689,1256,69042,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASI,1592,7,1.069,2519.814,2628,1887,2715,2694.058,2582,257021,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASI,1593,7,0.346,2605.545,2532,2470,2730,901.262,2606,85983,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASJ,1594,7,0.419,701.775,696,667,736,294.236,702,28071,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASJ,1595,7,0.597,867.947,876,823,916,518.569,870,49473,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASI,1596,8,0.629,4002.183,4095,3835,4095,2517.019,4010,240131,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASI,1597,8,0.818,3572.872,3326,3141,3772,2921.127,3610,278684,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASJ,1598,8,0.398,1348.184,1330,1297,1413,536.996,1348,51231,HB101 contaminated,,,,,
N2,8,9_21_16,27,HB101,0,ASJ,1599,8,0.409,853.795,842,826,887,349.025,853,33298,HB101 contaminated,,,,,
N2,9,12_1_16,20,OP50,0,ASI,1600,daf28GFP_WT_20-02.czi:z:13/18 - daf28GFP_WT_20-02.czi #1,0.818,1854.59,1975,1590,1983,1516.285,1891,144658,,,,,,
N2,9,12_1_16,20,OP50,0,ASI,1601,daf28GFP_WT_20-02.czi:z:9/18 - daf28GFP_WT_20-02.czi #1,1.101,1587.171,1452,1117,1870,1746.833,1627,166653,,,,,,
N2,9,12_1_16,20,OP50,0,ASJ,1602,daf28GFP_WT_20-02.czi:z:6/18 - daf28GFP_WT_20-02.czi #1,0.901,1884.012,1898,1772,1976,1698.323,1892,162025,,,,,,
N2,9,12_1_16,20,OP50,0,ASJ,1603,daf28GFP_WT_20-02.czi:z:15/18 - daf28GFP_WT_20-02.czi #1,0.597,1280.684,1264,1231,1339,765.165,1280,72999,,,,,,
N2,9,12_1_16,20,OP50,0,ASI,1604,daf28GFP_WT_20.czi:z:6/16 - daf28GFP_WT_20.czi #1,0.587,1515.571,1488,1401,1616,889.616,1524,84872,,,,,,
N2,9,12_1_16,20,OP50,0,ASI,1605,daf28GFP_WT_20.czi:z:8/16 - daf28GFP_WT_20.czi #1,0.901,1297.256,1306,1152,1376,1169.398,1306,111564,,,,,,
N2,9,12_1_16,20,OP50,0,ASJ,1606,daf28GFP_WT_20.czi:z:5/16 - daf28GFP_WT_20.czi #1,0.765,838.096,829,779,893,641.291,840,61181,,,,,,
N2,9,12_1_16,20,OP50,0,ASJ,1607,daf28GFP_WT_20.czi:z:14/16 - daf28GFP_WT_20.czi #1,0.818,812.244,796,772,851,664.078,811,63355,,,,,,
N2,9,12_1_16,20,OP50,0,ASI,1608,daf28GFP_WT_20-10.czi:z:8/22 - daf28GFP_WT_20-10.czi #1,0.786,2351.72,2262,2134,2507,1848.78,2371,176379,,,,,,
N2,9,12_1_16,20,OP50,0,ASI,1609,daf28GFP_WT_20-10.czi:z:12/22 - daf28GFP_WT_20-10.czi #1,0.608,1591.672,1553,1504,1664,967.654,1595,92317,,,,,,
N2,9,12_1_16,20,OP50,0,ASJ,1610,daf28GFP_WT_20-10.czi:z:8/22 - daf28GFP_WT_20-10.czi #1,0.503,1289.604,1279,1181,1350,648.838,1301,61901,,,,,,
N2,9,12_1_16,20,OP50,0,ASJ,1611,daf28GFP_WT_20-10.czi:z:19/22 - daf28GFP_WT_20-10.czi #1,0.388,1119.757,1115,1072,1152,434.274,1120,41431,,,,,,
N2,9,12_1_16,20,OP50,0,ASI,1612,daf28GFP_WT_20-09.czi:z:6/16 - daf28GFP_WT_20-09.czi #1,0.87,534.301,528,464,580,464.839,538,44347,,,,,,
N2,9,12_1_16,20,OP50,0,ASI,1613,daf28GFP_WT_20-09.czi:z:11/16 - daf28GFP_WT_20-09.czi #1,0.713,696.265,701,651,735,496.274,701,47346,,,,,,
N2,9,12_1_16,20,OP50,0,ASJ,1614,daf28GFP_WT_20-09.czi:z:12/16 - daf28GFP_WT_20-09.czi #1,0.671,863.484,857,804,901,579.259,865,55263,,,,,,
N2,9,12_1_16,20,OP50,0,ASJ,1615,daf28GFP_WT_20-09.czi:z:6/16 - daf28GFP_WT_20-09.czi #1,0.849,1099.691,1093,1031,1167,933.672,1100,89075,,,,,,
N2,9,12_1_16,20,OP50,0,ASI,1616,daf28GFP_WT_20-08.czi:z:6/17 - daf28GFP_WT_20-08.czi #1,0.587,1822.607,1778,1727,1924,1069.841,1827,102066,,,,,,
N2,9,12_1_16,20,OP50,0,ASI,1617,daf28GFP_WT_20-08.czi:z:10/17 - daf28GFP_WT_20-08.czi #1,0.618,1230.119,1267,1048,1323,760.742,1240,72577,,,,,,
N2,9,12_1_16,20,OP50,0,ASJ,1618,daf28GFP_WT_20-08.czi:z:4/17 - daf28GFP_WT_20-08.czi #1,0.765,1405.808,1386,1249,1480,1075.69,1416,102624,,,,,,
N2,9,12_1_16,20,OP50,0,ASJ,1619,daf28GFP_WT_20-08.czi:z:13/17 - daf28GFP_WT_20-08.czi #1,0.65,725.435,725,680,765,471.443,727,44977,,,,,,
N2,9,12_1_16,20,OP50,0,ASI,1620,daf28GFP_WT_20-07.czi:z:8/20 - daf28GFP_WT_20-07.czi #1,0.933,846.157,824,650,936,789.368,872,75308,,,,,,
N2,9,12_1_16,20,OP50,0,ASI,1621,daf28GFP_WT_20-07.czi:z:14/20 - daf28GFP_WT_20-07.czi #1,0.566,809.352,837,740,849,458.11,816,43705,,,,,,
N2,9,12_1_16,20,OP50,0,ASJ,1622,daf28GFP_WT_20-07.czi:z:7/20 - daf28GFP_WT_20-07.czi #1,0.618,1495.203,1459,1420,1549,924.678,1495,88217,,,,,,
N2,9,12_1_16,20,OP50,0,ASJ,1623,daf28GFP_WT_20-07.czi:z:13/20 - daf28GFP_WT_20-07.czi #1,0.482,1299.109,1281,1240,1360,626.385,1299,59759,,,,,,
N2,9,12_1_16,20,OP50,0,ASI,1624,daf28GFP_WT_20-06.czi:z:15/20 - daf28GFP_WT_20-06.czi #1,0.66,654.937,671,584,708,432.492,659,41261,,,,,,
N2,9,12_1_16,20,OP50,0,ASI,1625,daf28GFP_WT_20-06.czi:z:8/20 - daf28GFP_WT_20-06.czi #1,0.996,828.789,847,782,881,825.289,829,78735,,,,,,
N2,9,12_1_16,20,OP50,0,ASJ,1626,daf28GFP_WT_20-06.czi:z:15/20 - daf28GFP_WT_20-06.czi #1,0.587,969.786,972,917,1003,569.249,975,54308,,,,,,
N2,9,12_1_16,20,OP50,0,ASJ,1627,daf28GFP_WT_20-06.czi:z:7/20 - daf28GFP_WT_20-06.czi #1,0.608,1163.121,1131,1062,1208,707.117,1166,67461,,,,,,
N2,9,12_1_16,20,OP50,0,ASI,1628,daf28GFP_WT_20-05.czi:z:6/17 - daf28GFP_WT_20-05.czi #1,1.027,1032.429,1022,954,1116,1060.534,1034,101178,,,,,,
N2,9,12_1_16,20,OP50,0,ASI,1629,daf28GFP_WT_20-05.czi:z:8/17 - daf28GFP_WT_20-05.czi #1,1.006,853.104,841,773,941,858.443,851,81898,,,,,,
N2,9,12_1_16,20,OP50,0,ASJ,1630,daf28GFP_WT_20-05.czi:z:6/17 - daf28GFP_WT_20-05.czi #1,0.87,1178.072,1197,1056,1247,1024.916,1184,97780,,,,,,
N2,9,12_1_16,20,OP50,0,ASJ,1631,daf28GFP_WT_20-05.czi:z:14/17 - daf28GFP_WT_20-05.czi #1,1.73,796.952,794,713,857,1378.333,798,131497,,,,,,
N2,9,12_1_16,20,OP50,0,ASI,1632,daf28GFP_WT_20-04.czi:z:9/20 - daf28GFP_WT_20-04.czi #1,1.405,1876.463,1917,1689,2019,2635.622,1895,251446,,,,,,
N2,9,12_1_16,20,OP50,0,ASI,1633,daf28GFP_WT_20-04.czi:z:12/20 - daf28GFP_WT_20-04.czi #1,0.797,1898.25,1893,1681,2033,1512.186,1920,144267,,,,,,
N2,9,12_1_16,20,OP50,0,ASJ,1634,daf28GFP_WT_20-04.czi:z:9/20 - daf28GFP_WT_20-04.czi #1,0.325,1604.806,1587,1523,1667,521.462,1605,49749,,,,,,
N2,9,12_1_16,20,OP50,0,ASJ,1635,daf28GFP_WT_20-04.czi:z:18/20 - daf28GFP_WT_20-04.czi #1,0.356,1237.853,1255,1199,1273,441.15,1245,42087,,,,,,
N2,9,12_1_16,20,OP50,0,ASI,1636,daf28GFP_WT_20-03.czi:z:13/19 - daf28GFP_WT_20-03.czi #1,0.954,1407.626,1295,1244,1535,1342.663,1405,128094,,,,,,
N2,9,12_1_16,20,OP50,0,ASI,1637,daf28GFP_WT_20-03.czi:z:4/19 - daf28GFP_WT_20-03.czi #1,0.954,1332.418,1351,1256,1387,1270.925,1336,121250,,,,,,
N2,9,12_1_16,20,OP50,0,ASJ,1638,daf28GFP_WT_20-03.czi:z:5/19 - daf28GFP_WT_20-03.czi #1,0.954,1756.341,1743,1623,1837,1675.284,1766,159827,,,,,,
N2,9,12_1_16,20,OP50,0,ASJ,1639,daf28GFP_WT_20-03.czi:z:13/19 - daf28GFP_WT_20-03.czi #1,0.88,1214.274,1256,1053,1310,1069.139,1228,101999,,,,,,
N2,9,12_1_16,25,OP50,0,ASI,1640,daf28GFP_WT_25-02.czi:z:12/22 - daf28GFP_WT_25-02.czi #1,0.482,3846.587,3821,3389,4066,1854.692,3885,176943,,,,,,
N2,9,12_1_16,25,OP50,0,ASI,1641,daf28GFP_WT_25-02.czi:z:10/22 - daf28GFP_WT_25-02.czi #1,0.472,4025.511,4095,3489,4095,1898.768,4095,181148,,,,,,
N2,9,12_1_16,25,OP50,0,ASJ,1642,daf28GFP_WT_25-02.czi:z:16/22 - daf28GFP_WT_25-02.czi #1,0.943,1615,1647,1517,1689,1523.538,1613,145350,,,,,,
N2,9,12_1_16,25,OP50,0,ASJ,1643,daf28GFP_WT_25-02.czi:z:5/22 - daf28GFP_WT_25-02.czi #1,0.975,2646.849,2570,2372,2892,2580.183,2645,246157,,,,,,
N2,9,12_1_16,25,OP50,0,ASI,1644,daf28GFP_WT_25.czi:z:17/20 - daf28GFP_WT_25.czi #1,0.556,2313.34,2269,2088,2453,1285.149,2320,122607,,,,,,
N2,9,12_1_16,25,OP50,0,ASI,1645,daf28GFP_WT_25.czi:z:9/20 - daf28GFP_WT_25.czi #1,0.776,2168.797,2186,2006,2275,1682.244,2186,160491,,,,,,
N2,9,12_1_16,25,OP50,0,ASJ,1646,daf28GFP_WT_25.czi:z:18/20 - daf28GFP_WT_25.czi #1,0.409,1681.744,1690,1599,1745,687.484,1688,65588,,,,,,
N2,9,12_1_16,25,OP50,0,ASJ,1647,daf28GFP_WT_25.czi:z:8/20 - daf28GFP_WT_25.czi #1,0.933,2583.73,2626,2349,2778,2410.325,2596,229952,,,,,,
N2,9,12_1_16,25,OP50,0,ASI,1648,daf28GFP_WT_25-10.czi:z:7/15 - daf28GFP_WT_25-10.czi #1,0.891,2363.6,2396,2121,2528,2105.868,2364,200906,,,,,,
N2,9,12_1_16,25,OP50,0,ASI,1649,daf28GFP_WT_25-10.czi:z:10/15 - daf28GFP_WT_25-10.czi #1,0.922,2578.795,2558,2417,2716,2378.69,2588,226934,,,,,,
N2,9,12_1_16,25,OP50,0,ASJ,1650,daf28GFP_WT_25-10.czi:z:10/15 - daf28GFP_WT_25-10.czi #1,0.702,1419.343,1420,1258,1497,996.783,1427,95096,,,,,,
N2,9,12_1_16,25,OP50,0,ASJ,1651,daf28GFP_WT_25-10.czi:z:5/15 - daf28GFP_WT_25-10.czi #1,0.702,1799.687,1786,1702,1911,1263.892,1800,120579,,,,,,
N2,9,12_1_16,25,OP50,0,ASI,1652,daf28GFP_WT_25-09.czi:z:5/14 - daf28GFP_WT_25-09.czi #1,0.713,3614.103,3700,2750,3956,2576.011,3700,245759,,,,,,
N2,9,12_1_16,25,OP50,0,ASI,1653,daf28GFP_WT_25-09.czi:z:10/14 - daf28GFP_WT_25-09.czi #1,0.524,2125.16,1889,1889,2303,1113.781,2146,106258,,,,,,
N2,9,12_1_16,25,OP50,0,ASJ,1654,daf28GFP_WT_25-09.czi:z:4/14 - daf28GFP_WT_25-09.czi #1,0.597,1663.544,1630,1529,1748,993.911,1675,94822,,,,,,
N2,9,12_1_16,25,OP50,0,ASJ,1655,daf28GFP_WT_25-09.czi:z:9/14 - daf28GFP_WT_25-09.czi #1,0.493,1279.106,1294,1156,1364,630.148,1294,60118,,,,,,
N2,9,12_1_16,25,OP50,0,ASI,1656,daf28GFP_WT_25-08.czi:z:8/14 - daf28GFP_WT_25-08.czi #1,0.692,2623.258,2585,2494,2715,1814.777,2625,173135,,,,,,
N2,9,12_1_16,25,OP50,0,ASI,1657,daf28GFP_WT_25-08.czi:z:6/14 - daf28GFP_WT_25-08.czi #1,0.388,2165.703,2152,2000,2311,839.922,2169,80131,,,,,,
N2,9,12_1_16,25,OP50,0,ASJ,1658,daf28GFP_WT_25-08.czi:z:13/14 - daf28GFP_WT_25-08.czi #1,0.597,1258.368,1262,1201,1318,751.832,1258,71727,,,,,,
N2,9,12_1_16,25,OP50,0,ASJ,1659,daf28GFP_WT_25-08.czi:z:3/14 - daf28GFP_WT_25-08.czi #1,0.671,1419.203,1402,1338,1490,952.057,1427,90829,,,,,,
N2,9,12_1_16,25,OP50,0,ASI,1660,daf28GFP_WT_25-07.czi:z:9/14 - daf28GFP_WT_25-07.czi #1,0.744,3090.648,2971,2894,3290,2300.097,3104,219436,,,,,,
N2,9,12_1_16,25,OP50,0,ASI,1661,daf28GFP_WT_25-07.czi:z:6/14 - daf28GFP_WT_25-07.czi #1,0.671,2949.953,2899,2755,3107,1978.944,2952,188797,,,,,,
N2,9,12_1_16,25,OP50,0,ASJ,1662,daf28GFP_WT_25-07.czi:z:10/14 - daf28GFP_WT_25-07.czi #1,0.629,1700.1,1654,1607,1779,1069.213,1697,102006,,,,,,
N2,9,12_1_16,25,OP50,0,ASJ,1663,daf28GFP_WT_25-07.czi:z:4/14 - daf28GFP_WT_25-07.czi #1,0.88,2065,1981,1858,2280,1818.183,2056,173460,,,,,,
N2,9,12_1_16,25,OP50,0,ASI,1664,daf28GFP_WT_25-06.czi:z:9/18 - daf28GFP_WT_25-06.czi #1,0.66,3065.19,3093,2775,3211,2024.12,3088,193107,,,,,,
N2,9,12_1_16,25,OP50,0,ASI,1665,daf28GFP_WT_25-06.czi:z:7/18 - daf28GFP_WT_25-06.czi #1,0.566,2501.463,2581,2221,2723,1415.879,2500,135079,,,,,,
N2,9,12_1_16,25,OP50,0,ASJ,1666,daf28GFP_WT_25-06.czi:z:13/18 - daf28GFP_WT_25-06.czi #1,0.524,1580.84,1582,1502,1679,828.507,1578,79042,,,,,,
N2,9,12_1_16,25,OP50,0,ASJ,1667,daf28GFP_WT_25-06.czi:z:5/18 - daf28GFP_WT_25-06.czi #1,0.451,2344.907,2374,2185,2453,1056.896,2356,100831,,,,,,
N2,9,12_1_16,25,OP50,0,ASI,1668,daf28GFP_WT_25-05.czi:z:7/17 - daf28GFP_WT_25-05.czi #1,0.943,3073.256,3026,2825,3277,2899.209,3088,276593,,,,,,
N2,9,12_1_16,25,OP50,0,ASI,1669,daf28GFP_WT_25-05.czi:z:12/17 - daf28GFP_WT_25-05.czi #1,0.608,3445.741,3468,3025,3739,2094.831,3468,199853,,,,,,
N2,9,12_1_16,25,OP50,0,ASJ,1670,daf28GFP_WT_25-05.czi:z:5/17 - daf28GFP_WT_25-05.czi #1,0.713,2100.279,2117,1963,2186,1497.009,2107,142819,,,,,,
N2,9,12_1_16,25,OP50,0,ASJ,1671,daf28GFP_WT_25-05.czi:z:11/17 - daf28GFP_WT_25-05.czi #1,0.482,2079.304,2035,1982,2161,1002.569,2083,95648,,,,,,
N2,9,12_1_16,25,OP50,0,ASI,1672,daf28GFP_WT_25-04.czi:z:13/20 - daf28GFP_WT_25-04.czi #1,0.776,2640.892,2623,2437,2794,2048.428,2639,195426,,,,,,
N2,9,12_1_16,25,OP50,0,ASI,1673,daf28GFP_WT_25-04.czi:z:8/20 - daf28GFP_WT_25-04.czi #1,0.933,2700.798,2554,2498,2876,2519.535,2720,240371,,,,,,
N2,9,12_1_16,25,OP50,0,ASJ,1674,daf28GFP_WT_25-04.czi:z:16/20 - daf28GFP_WT_25-04.czi #1,0.461,1689.932,1687,1571,1781,779.4,1688,74357,,,,,,
N2,9,12_1_16,25,OP50,0,ASJ,1675,daf28GFP_WT_25-04.czi:z:7/20 - daf28GFP_WT_25-04.czi #1,0.535,2772.235,2690,2524,2924,1481.967,2786,141384,,,,,,
N2,9,12_1_16,25,OP50,0,ASI,1676,daf28GFP_WT_25-03.czi:z:5/16 - daf28GFP_WT_25-03.czi #1,0.367,2905.486,2865,2769,3014,1065.921,2920,101692,,,,,,
N2,9,12_1_16,25,OP50,0,ASI,1677,daf28GFP_WT_25-03.czi:z:6/16 - daf28GFP_WT_25-03.czi #1,0.398,2626.211,2103,2103,2991,1046.048,2655,99796,,,,,,
N2,9,12_1_16,25,OP50,0,ASJ,1678,daf28GFP_WT_25-03.czi:z:7/16 - daf28GFP_WT_25-03.czi #1,0.367,2018.714,1883,1883,2104,740.596,2026,70655,,,,,,
N2,9,12_1_16,25,OP50,0,ASJ,1679,daf28GFP_WT_25-03.czi:z:13/16 - daf28GFP_WT_25-03.czi #1,0.482,2079.674,2015,1864,2205,1002.747,2102,95665,,,,,,
N2,9,12_1_16,27,OP50,0,ASI,1680,daf28GFP_WT_27-02.czi:z:7/17 - daf28GFP_WT_27-02.czi #1,1.048,1041.97,1037,948,1109,1092.178,1040,104197,,,,,,
N2,9,12_1_16,27,OP50,0,ASI,1681,daf28GFP_WT_27-02.czi:z:12/17 - daf28GFP_WT_27-02.czi #1,0.954,1094.088,1097,972,1169,1043.595,1097,99562,,,,,,
N2,9,12_1_16,27,OP50,0,ASJ,1682,daf28GFP_WT_27-02.czi:z:4/17 - daf28GFP_WT_27-02.czi #1,0.891,1329.447,1343,1239,1405,1184.482,1332,113003,,,,,,
N2,9,12_1_16,27,OP50,0,ASJ,1683,daf28GFP_WT_27-02.czi:z:15/17 - daf28GFP_WT_27-02.czi #1,0.807,1013.701,1020,944,1075,818.162,1016,78055,,,,,,
N2,9,12_1_16,27,OP50,0,ASI,1684,daf28GFP_WT_27.czi:z:9/16 - daf28GFP_WT_27.czi #1,0.356,788.676,785,736,833,281.071,792,26815,,,,,,
N2,9,12_1_16,27,OP50,0,ASI,1685,daf28GFP_WT_27.czi:z:6/16 - daf28GFP_WT_27.czi #1,0.44,871.31,858,814,914,383.584,878,36595,,,,,,
N2,9,12_1_16,27,OP50,0,ASJ,1686,daf28GFP_WT_27.czi:z:6/16 - daf28GFP_WT_27.czi #1,0.524,1317.46,1303,1256,1365,690.472,1320,65873,,,,,,
N2,9,12_1_16,27,OP50,0,ASJ,1687,daf28GFP_WT_27.czi:z:14/16 - daf28GFP_WT_27.czi #1,0.65,1326.177,1319,1236,1430,861.85,1327,82223,,,,,,
N2,9,12_1_16,27,OP50,0,ASI,1688,daf28GFP_WT_27-10.czi:z:12/21 - daf28GFP_WT_27-10.czi #1,0.618,844.678,795,775,913,522.374,847,49836,,,,,,
N2,9,12_1_16,27,OP50,0,ASI,1689,daf28GFP_WT_27-10.czi:z:10/21 - daf28GFP_WT_27-10.czi #1,0.87,850.651,850,773,911,740.061,851,70604,,,,,,
N2,9,12_1_16,27,OP50,0,ASJ,1690,daf28GFP_WT_27-10.czi:z:7/21 - daf28GFP_WT_27-10.czi #1,0.577,797.636,797,734,850,459.839,797,43870,,,,,,
N2,9,12_1_16,27,OP50,0,ASJ,1691,daf28GFP_WT_27-10.czi:z:16/21 - daf28GFP_WT_27-10.czi #1,0.597,865.281,876,774,918,516.976,872,49321,,,,,,
N2,9,12_1_16,27,OP50,0,ASI,1692,daf28GFP_WT_27-09.czi:z:5/13 - daf28GFP_WT_27-09.czi #1,0.493,659.766,635,623,692,325.032,660,31009,,,,,,
N2,9,12_1_16,27,OP50,0,ASI,1693,daf28GFP_WT_27-09.czi:z:7/13 - daf28GFP_WT_27-09.czi #1,0.734,822.486,810,771,869,603.483,828,57574,,,,,,
N2,9,12_1_16,27,OP50,0,ASJ,1694,daf28GFP_WT_27-09.czi:z:7/13 - daf28GFP_WT_27-09.czi #1,0.545,713,724,681,746,388.625,715,37076,,,,,,
N2,9,12_1_16,27,OP50,0,ASJ,1695,daf28GFP_WT_27-09.czi:z:12/13 - daf28GFP_WT_27-09.czi #1,0.692,944.303,903,878,1011,653.271,945,62324,,,,,,
N2,9,12_1_16,27,OP50,0,ASI,1696,daf28GFP_WT_27-08.czi:z:8/16 - daf28GFP_WT_27-08.czi #1,0.514,562.184,545,540,599,288.744,561,27547,,,,,,
N2,9,12_1_16,27,OP50,0,ASI,1697,daf28GFP_WT_27-08.czi:z:8/16 - daf28GFP_WT_27-08.czi #1,0.43,463.976,460,431,490,199.396,466,19023,,,,,,
